,PM2.5_Concentration(microgram/m3),Ozone_Concentration(microgram/m3),NOx_Concentration(ppb),Temperature(Celsius),Wind_Speed(m/s),Relative_Humidity(%),Solar_Radiation(w/m2)
2015-04-23 13:00:00,61.17,243.38,16.85,38.98,1.8,7.58,387.58
2015-04-23 14:00:00,53.17,217.58,25.63,38.7,2.33,8.0,372.75
2015-04-23 15:00:00,90.09,223.37,18.14,38.36,1.66,8.33,344.75
2015-04-23 16:00:00,138.0,191.33,35.57,37.08,1.52,9.67,221.75
2015-04-23 17:00:00,73.67,142.46,59.42,35.28,0.61,12.42,76.5
2015-04-23 18:00:00,77.5,23.0,145.68,31.46,0.32,21.08,18.25
2015-04-23 19:00:00,90.5,11.72,158.94,29.19,0.37,23.92,3.75
2015-04-23 20:00:00,180.83,24.02,150.53,27.16,0.32,32.83,3.67
2015-04-23 21:00:00,371.0,14.49,151.13,25.62,0.3,39.5,4.0
2015-04-23 22:00:00,340.67,15.52,146.25,24.63,0.3,42.0,3.67
2015-04-23 23:00:00,170.0,9.93,123.4,24.97,0.3,36.42,4.0
2015-04-24 00:00:00,201.45,8.23,138.66,26.39,0.6,29.67,4.08
2015-04-24 01:00:00,206.33,13.53,134.38,24.54,0.37,36.25,3.42
2015-04-24 02:00:00,193.83,13.36,114.78,22.76,0.3,41.92,3.67
2015-04-24 03:00:00,169.36,14.96,95.48,22.15,0.3,43.92,3.75
2015-04-24 04:00:00,146.0,15.94,88.84,21.87,0.3,42.67,3.92
2015-04-24 05:00:00,108.83,12.35,96.16,21.62,0.46,43.33,5.75
2015-04-24 06:00:00,109.5,11.24,102.19,22.53,0.53,42.42,53.83
2015-04-24 07:00:00,173.0,10.4,113.53,26.82,1.19,31.58,171.0
2015-04-24 08:00:00,205.67,13.97,132.2,31.28,0.57,24.33,306.67
2015-04-24 09:00:00,205.33,45.68,119.4,35.1,0.68,18.0,359.58
2015-04-24 10:00:00,135.67,125.05,87.56,37.56,0.77,13.75,377.67
2015-04-24 11:00:00,124.18,173.59,49.98,39.07,1.7,10.17,371.42
2015-04-24 12:00:00,67.5,197.34,34.27,39.61,1.88,9.42,392.25
2015-04-24 13:00:00,28.82,265.66,30.8,39.68,1.37,8.67,378.33
2015-04-24 14:00:00,49.5,272.63,33.95,39.23,1.05,9.33,355.08
2015-04-24 15:00:00,69.17,272.54,42.17,37.94,1.1,10.83,311.33
2015-04-24 16:00:00,83.67,208.33,69.52,36.6,1.03,12.83,189.75
2015-04-24 17:00:00,99.5,123.56,112.42,34.81,0.42,16.42,73.08
2015-04-24 18:00:00,89.5,32.17,171.07,31.16,0.3,26.0,16.75
2015-04-24 19:00:00,108.55,15.86,193.9,28.91,0.3,30.42,3.83
2015-04-24 20:00:00,148.36,20.38,171.89,27.65,0.31,34.25,4.0
2015-04-24 21:00:00,195.33,17.44,163.02,26.39,0.3,38.25,4.0
2015-04-24 22:00:00,195.33,6.35,148.25,25.23,0.3,43.08,3.75
2015-04-24 23:00:00,178.82,8.58,155.76,24.34,0.3,46.08,3.92
2015-04-25 00:00:00,148.36,8.18,124.2,23.84,0.3,44.0,3.67
2015-04-25 01:00:00,171.82,7.9,114.38,24.08,0.37,39.58,3.67
2015-04-25 02:00:00,118.17,10.94,108.88,23.87,0.31,40.42,3.58
2015-04-25 03:00:00,108.27,11.45,96.77,22.17,0.3,46.67,3.92
2015-04-25 04:00:00,99.5,16.57,90.4,21.56,0.3,50.75,3.75
2015-04-25 05:00:00,75.0,5.22,88.96,21.43,0.3,52.33,5.92
2015-04-25 06:00:00,101.5,6.67,92.93,22.65,0.38,48.92,50.08
2015-04-25 07:00:00,157.18,20.35,64.69,25.82,2.94,37.75,157.67
2015-04-25 08:00:00,139.0,36.93,45.43,27.23,2.85,37.75,293.92
2015-04-25 09:00:00,96.0,69.43,32.93,28.82,2.82,36.0,366.17
2015-04-25 10:00:00,99.0,101.22,30.77,30.57,3.07,33.0,389.75
2015-04-25 11:00:00,74.64,120.12,37.48,32.59,3.45,28.92,385.0
2015-04-25 12:00:00,72.45,123.31,41.9,33.96,3.79,27.17,401.83
2015-04-25 13:00:00,69.09,144.36,39.2,34.63,3.79,25.58,396.58
2015-04-25 14:00:00,64.82,162.85,38.57,34.98,3.65,24.92,381.08
2015-04-25 15:00:00,63.09,173.42,35.33,34.79,3.47,24.58,351.08
2015-04-25 16:00:00,62.09,150.15,43.83,34.15,3.16,25.58,222.83
2015-04-25 17:00:00,72.55,137.7,54.38,32.88,3.07,26.83,75.5
2015-04-25 18:00:00,55.4,114.92,61.64,31.55,2.92,29.25,18.33
2015-04-25 19:00:00,55.8,70.77,79.26,30.44,3.12,32.83,3.25
2015-04-25 20:00:00,82.17,82.9,54.26,29.11,4.59,35.75,3.42
2015-04-25 21:00:00,76.83,81.22,38.34,27.61,3.82,37.83,3.5
2015-04-25 22:00:00,67.33,95.55,29.55,26.35,3.58,39.92,3.75
2015-04-25 23:00:00,48.83,94.53,21.68,25.43,4.13,42.42,3.67
2015-04-26 00:00:00,53.67,75.75,37.37,24.3,3.79,43.25,3.5
2015-04-26 01:00:00,81.5,94.33,23.6,23.46,2.86,43.33,3.83
2015-04-26 02:00:00,74.0,103.94,14.04,22.54,2.94,46.25,3.58
2015-04-26 03:00:00,45.33,112.61,13.8,22.22,3.32,46.25,3.67
2015-04-26 04:00:00,27.0,110.81,17.62,21.65,3.47,47.67,3.58
2015-04-26 14:00:00,51.0,112.1,33.3,32.3,3.3,32.0,377.0
2015-04-26 15:00:00,56.0,114.82,28.09,32.23,3.37,32.25,357.75
2015-04-26 16:00:00,76.83,126.93,27.47,31.78,2.53,33.0,226.92
2015-04-26 17:00:00,56.67,106.98,46.77,30.76,2.03,34.5,80.5
2015-04-26 18:00:00,63.83,96.88,52.56,29.38,1.48,36.92,19.0
2015-04-26 19:00:00,79.73,79.7,66.54,28.53,1.78,38.5,3.25
2015-04-26 20:00:00,61.83,47.67,75.79,27.88,1.69,39.92,3.5
2015-04-26 21:00:00,50.33,15.24,66.31,27.22,2.66,42.75,3.42
2015-04-26 22:00:00,71.83,17.0,51.59,26.29,2.82,45.0,3.75
2015-04-26 23:00:00,70.0,35.04,34.38,25.49,2.83,46.58,3.58
2015-04-27 00:00:00,65.67,44.34,32.35,24.71,3.09,47.83,3.75
2015-04-27 01:00:00,76.67,45.82,28.32,24.0,3.32,49.75,3.5
2015-04-27 02:00:00,103.55,48.07,28.42,23.42,2.56,51.83,3.67
2015-04-27 03:00:00,52.33,52.95,25.92,23.06,2.27,53.92,3.67
2015-04-27 04:00:00,51.17,42.58,27.87,22.74,2.48,55.92,3.5
2015-04-27 05:00:00,36.0,9.9,40.78,22.34,2.0,58.0,6.5
2015-04-27 06:00:00,34.5,20.79,26.06,22.38,2.04,58.83,54.33
2015-04-27 07:00:00,50.91,20.63,42.22,24.05,2.51,56.17,162.5
2015-04-27 08:00:00,50.27,63.2,33.23,26.05,2.76,52.08,292.33
2015-04-27 09:00:00,89.33,53.68,31.72,28.47,2.79,46.75,363.17
2015-04-27 10:00:00,69.83,80.55,33.49,30.2,3.59,42.0,390.83
2015-04-27 11:00:00,65.17,101.52,31.37,32.35,3.18,37.5,386.58
2015-04-27 12:00:00,67.67,82.11,28.76,33.32,4.33,34.25,402.0
2015-04-27 13:00:00,51.0,89.1,30.6,34.62,3.2,31.08,393.0
2015-04-27 14:00:00,53.33,106.98,31.53,34.65,3.48,30.75,374.58
2015-04-27 15:00:00,65.17,113.98,31.87,34.51,3.13,30.75,336.67
2015-04-27 16:00:00,68.17,111.88,38.22,33.83,3.17,31.58,214.17
2015-04-27 17:00:00,78.33,102.1,50.25,32.67,3.28,33.17,84.42
2015-04-27 18:00:00,74.83,82.66,63.47,31.36,3.03,35.17,13.42
2015-04-27 19:00:00,73.5,58.31,75.74,30.18,2.87,37.33,3.5
2015-04-27 20:00:00,65.67,38.89,76.73,29.72,3.21,37.5,3.67
2015-04-27 21:00:00,47.17,12.19,62.52,28.59,3.2,41.5,3.75
2015-04-27 22:00:00,85.0,20.74,48.85,27.71,2.92,43.75,3.92
2015-04-27 23:00:00,75.0,34.53,52.1,27.33,2.91,44.0,3.5
2015-04-28 00:00:00,98.0,48.2,41.41,27.04,2.7,45.33,3.67
2015-04-28 01:00:00,89.83,38.94,45.23,26.12,3.21,46.75,3.42
2015-04-28 02:00:00,106.5,68.21,26.59,24.73,4.39,37.58,3.33
2015-04-28 03:00:00,132.17,83.62,22.67,23.63,4.68,39.75,3.5
2015-04-28 04:00:00,73.17,96.19,24.89,23.23,3.08,39.92,3.33
2015-04-28 05:00:00,74.0,74.97,29.22,21.83,1.27,45.58,5.67
2015-04-28 06:00:00,17.0,72.38,30.66,22.91,1.28,42.42,56.92
2015-04-28 07:00:00,19.33,64.17,38.03,25.47,1.5,38.75,184.08
2015-04-28 08:00:00,47.67,72.87,33.21,28.87,1.28,34.25,303.17
2015-04-28 09:00:00,117.36,104.48,22.93,31.21,1.96,35.25,363.33
2015-04-28 10:00:00,57.5,133.08,20.46,32.3,2.46,35.83,385.5
2015-04-28 11:00:00,63.67,148.97,17.43,34.01,1.98,33.83,382.42
2015-04-28 12:00:00,59.17,119.2,20.17,35.2,1.92,32.58,394.92
2015-04-28 13:00:00,68.17,130.37,22.41,35.58,2.15,31.5,387.5
2015-04-28 14:00:00,60.0,139.14,27.37,35.86,2.15,30.42,376.33
2015-04-28 15:00:00,66.67,151.91,23.78,35.38,1.96,30.83,345.92
2015-04-28 16:00:00,73.67,155.35,24.35,34.79,1.42,31.17,218.67
2015-04-28 17:00:00,68.5,117.09,50.9,33.6,1.38,32.92,85.33
2015-04-28 18:00:00,75.5,112.24,85.22,32.0,2.58,40.08,20.58
2015-04-28 19:00:00,72.33,92.9,61.79,29.83,3.28,49.83,3.5
2015-04-28 20:00:00,67.83,39.07,68.13,28.66,3.12,51.75,3.5
2015-04-28 21:00:00,54.33,46.17,45.49,27.97,3.33,51.25,3.83
2015-04-28 22:00:00,18.91,33.4,42.59,27.14,1.88,52.92,3.5
2015-04-28 23:00:00,46.18,40.43,30.86,26.09,0.68,54.92,3.33
2015-04-29 00:00:00,31.33,19.68,42.91,25.5,0.83,54.58,3.33
2015-04-29 01:00:00,50.73,29.76,53.54,25.14,1.07,52.92,3.33
2015-04-29 02:00:00,69.0,30.83,40.58,24.64,0.73,52.17,3.17
2015-04-29 03:00:00,91.33,45.12,34.18,24.11,0.94,53.08,3.42
2015-04-29 04:00:00,49.36,26.38,37.95,23.42,0.52,55.75,3.42
2015-04-29 05:00:00,35.36,9.13,38.72,23.4,0.85,56.08,7.42
2015-04-29 06:00:00,48.17,13.38,53.48,23.82,1.07,56.17,61.17
2015-04-29 07:00:00,61.0,17.34,61.36,26.27,1.58,50.58,180.67
2015-04-29 08:00:00,70.27,49.72,41.98,28.69,1.67,43.25,306.92
2015-04-29 09:00:00,65.5,71.02,34.73,30.15,2.43,39.0,368.08
2015-04-29 10:00:00,57.33,107.36,28.99,32.38,2.28,33.58,389.67
2015-04-29 11:00:00,52.83,144.52,22.98,34.91,1.83,28.17,382.83
2015-04-29 12:00:00,48.17,159.38,31.56,35.47,2.18,26.92,398.0
2015-04-29 13:00:00,57.0,161.63,37.7,35.69,2.53,26.42,392.58
2015-04-29 14:00:00,69.17,175.47,41.36,35.89,2.18,25.5,378.42
2015-04-29 15:00:00,57.91,172.47,39.02,35.61,2.01,25.25,349.83
2015-04-29 16:00:00,71.55,88.23,33.18,34.64,2.07,25.58,216.75
2015-04-29 17:00:00,72.09,142.79,101.89,33.38,2.07,26.92,75.42
2015-04-29 18:00:00,53.17,68.47,179.45,31.98,1.82,28.83,10.92
2015-04-29 19:00:00,68.0,57.54,149.47,31.07,2.34,32.5,3.42
2015-04-29 20:00:00,59.83,61.77,122.14,30.1,1.81,35.92,3.67
2015-04-29 21:00:00,42.0,35.92,116.35,28.83,1.53,39.58,3.5
2015-04-29 22:00:00,38.91,48.02,93.03,28.07,1.68,41.83,3.5
2015-04-29 23:00:00,67.83,56.82,71.97,27.54,2.15,43.0,3.67
2015-04-30 00:00:00,59.17,85.44,50.43,26.91,2.05,44.58,3.25
2015-04-30 01:00:00,67.27,81.2,51.69,26.06,0.52,47.17,3.17
2015-04-30 02:00:00,59.18,75.92,54.3,25.35,0.76,48.58,3.08
2015-04-30 03:00:00,73.64,73.08,51.29,24.89,1.11,49.0,3.33
2015-04-30 04:00:00,50.36,36.65,71.69,24.25,0.72,51.08,3.67
2015-04-30 05:00:00,36.91,25.38,62.08,23.61,0.9,52.83,7.0
2015-04-30 06:00:00,55.17,25.81,89.77,24.61,0.97,49.75,63.83
2015-04-30 07:00:00,84.83,21.44,154.97,27.78,0.98,42.08,190.17
2015-04-30 08:00:00,104.0,71.4,76.38,30.49,1.93,34.0,313.5
2015-04-30 09:00:00,105.5,105.8,61.1,32.3,2.47,32.83,365.33
2015-04-30 10:00:00,108.0,148.92,49.24,33.8,2.88,29.33,385.83
2015-04-30 11:00:00,77.83,174.63,45.7,35.68,3.02,26.08,382.42
2015-04-30 12:00:00,51.33,176.97,49.89,37.33,2.81,23.58,394.5
2015-04-30 13:00:00,46.5,171.47,47.91,38.03,2.67,21.92,388.33
2015-04-30 14:00:00,41.0,174.98,43.19,37.88,2.7,21.42,374.75
2015-04-30 15:00:00,50.0,189.94,43.23,37.63,2.52,21.08,341.75
2015-04-30 16:00:00,50.67,178.38,52.63,36.84,2.57,22.0,210.75
2015-04-30 17:00:00,73.83,154.5,74.89,35.62,2.76,24.08,84.67
2015-04-30 18:00:00,51.83,142.97,92.51,33.74,3.17,29.33,19.25
2015-04-30 19:00:00,68.33,115.02,97.23,32.47,3.16,32.17,3.5
2015-04-30 20:00:00,55.17,70.16,82.53,31.22,3.61,37.0,3.42
2015-04-30 21:00:00,53.5,52.28,81.02,30.17,2.17,38.67,3.42
2015-04-30 22:00:00,42.33,68.59,58.99,29.51,1.91,39.58,3.75
2015-04-30 23:00:00,53.0,44.48,79.68,28.87,2.23,42.42,3.33
2015-05-01 00:00:00,76.83,56.25,58.68,27.89,1.92,49.58,3.17
2015-05-01 01:00:00,94.33,49.38,68.01,27.26,2.34,53.17,3.25
2015-05-01 02:00:00,83.83,64.05,46.05,25.81,4.34,50.42,3.08
2015-05-01 03:00:00,72.83,73.07,44.79,24.24,3.17,41.25,3.5
2015-05-01 04:00:00,62.5,88.2,34.23,23.04,3.21,43.17,3.67
2015-05-01 05:00:00,14.17,67.06,57.78,23.12,2.25,41.42,6.33
2015-05-01 06:00:00,13.5,68.35,69.35,24.41,2.78,37.17,63.42
2015-05-01 07:00:00,34.5,49.8,105.04,26.24,2.97,34.75,198.08
2015-05-01 08:00:00,51.17,49.62,103.16,28.96,2.38,30.67,323.83
2015-05-01 09:00:00,54.5,78.9,95.04,31.13,2.49,27.92,374.08
2015-05-01 10:00:00,86.36,113.98,63.54,32.91,2.68,27.25,392.58
2015-05-01 11:00:00,62.0,166.1,36.02,34.98,2.04,28.08,382.67
2015-05-01 12:00:00,62.83,160.95,41.18,35.8,2.17,28.08,397.83
2015-05-01 13:00:00,41.67,148.4,46.01,36.33,2.13,26.83,394.0
2015-05-01 14:00:00,41.33,160.42,53.11,36.41,2.29,26.33,378.67
2015-05-01 15:00:00,47.83,184.94,41.21,36.46,1.35,25.75,346.33
2015-05-01 16:00:00,54.33,224.72,44.24,35.37,1.04,27.08,208.5
2015-05-01 17:00:00,85.17,242.33,58.07,33.86,0.65,28.25,75.75
2015-05-01 18:00:00,59.33,146.83,133.58,31.96,0.44,31.58,18.0
2015-05-01 19:00:00,74.5,14.34,247.6,30.78,0.54,32.83,3.25
2015-05-01 20:00:00,66.67,12.02,355.67,29.93,0.6,32.83,3.5
2015-05-01 21:00:00,69.5,6.23,368.29,29.26,0.4,34.67,3.5
2015-05-01 22:00:00,91.67,3.8,293.5,28.23,0.32,37.67,3.25
2015-05-01 23:00:00,100.83,4.03,405.78,27.47,0.32,41.75,3.58
2015-05-02 00:00:00,150.17,18.88,164.87,23.7,1.5,60.83,3.42
2015-05-02 01:00:00,120.0,32.64,63.66,21.16,0.89,70.33,3.75
2015-05-02 02:00:00,84.83,18.08,84.48,21.43,0.4,73.92,3.42
2015-05-02 03:00:00,57.17,9.6,123.08,21.54,0.55,74.92,3.5
2015-05-02 04:00:00,43.27,18.02,119.34,23.39,1.57,49.0,3.58
2015-05-02 05:00:00,22.0,46.0,84.31,23.72,1.09,42.08,5.75
2015-05-02 06:00:00,40.0,8.58,146.34,23.75,0.54,47.0,57.83
2015-05-02 07:00:00,38.33,7.97,157.35,26.35,0.4,45.25,169.33
2015-05-02 08:00:00,39.17,21.99,143.42,29.47,0.61,33.67,290.5
2015-05-02 09:00:00,79.67,61.78,106.26,33.13,0.44,24.67,360.25
2015-05-02 10:00:00,52.67,138.97,39.28,35.67,1.2,21.08,385.0
2015-05-02 11:00:00,49.17,182.91,36.63,35.78,2.18,23.92,380.08
2015-05-02 12:00:00,38.83,234.79,37.53,36.53,2.39,22.08,398.67
2015-05-02 13:00:00,32.17,243.56,27.42,37.14,1.96,17.67,379.25
2015-05-02 14:00:00,29.67,272.95,27.18,36.29,2.12,19.5,354.17
2015-05-02 15:00:00,39.67,269.55,32.73,36.63,1.72,17.33,350.08
2015-05-02 16:00:00,51.64,232.88,35.55,35.96,1.74,14.83,206.67
2015-05-02 17:00:00,65.17,219.74,51.42,34.25,1.47,16.25,74.83
2015-05-02 18:00:00,52.67,118.22,129.11,31.71,0.48,20.0,20.33
2015-05-02 19:00:00,65.0,14.35,288.63,28.93,0.32,22.25,3.83
2015-05-02 20:00:00,82.17,14.88,532.8,27.52,0.3,25.33,4.17
2015-05-02 21:00:00,96.83,17.8,842.32,25.6,0.3,34.42,3.75
2015-05-02 22:00:00,241.0,12.55,917.98,24.18,0.3,40.33,3.92
2015-05-02 23:00:00,233.18,6.38,1066.02,23.18,0.3,46.25,3.83
2015-05-03 00:00:00,204.33,14.52,926.99,22.12,0.3,49.5,3.92
2015-05-03 01:00:00,234.0,15.55,986.02,21.44,0.3,54.83,3.83
2015-05-03 02:00:00,221.0,16.08,766.22,21.15,0.3,52.67,4.0
2015-05-03 03:00:00,200.27,16.93,777.48,20.51,0.3,56.58,4.0
2015-05-03 04:00:00,182.18,14.89,531.75,20.78,0.3,51.17,4.08
2015-05-03 05:00:00,154.36,12.56,300.47,20.33,0.3,50.75,8.08
2015-05-03 06:00:00,151.18,9.35,265.11,22.41,0.3,48.75,67.17
2015-05-03 07:00:00,188.18,12.78,217.65,27.19,0.38,36.92,194.33
2015-05-03 08:00:00,258.91,30.62,197.62,30.8,1.15,29.08,316.5
2015-05-03 09:00:00,194.82,168.62,93.69,33.9,1.35,24.08,364.92
2015-05-03 10:00:00,128.64,228.47,40.1,36.95,1.2,16.08,378.08
2015-05-03 11:00:00,110.55,268.58,50.86,38.06,1.68,12.33,376.08
2015-05-03 12:00:00,71.0,286.03,31.37,39.01,1.92,8.75,393.67
2015-05-03 13:00:00,41.67,290.88,35.66,39.27,1.88,8.83,386.58
2015-05-03 14:00:00,46.83,314.43,28.29,38.58,1.88,9.25,370.25
2015-05-03 15:00:00,56.67,323.1,44.63,38.16,1.65,10.67,339.42
2015-05-03 16:00:00,67.67,306.59,67.92,36.82,1.53,12.0,196.58
2015-05-03 17:00:00,100.83,212.26,106.08,34.91,1.32,14.92,77.42
2015-05-03 18:00:00,78.33,66.99,251.69,31.98,0.44,24.75,17.5
2015-05-03 19:00:00,96.33,11.22,386.93,29.58,0.3,29.75,3.33
2015-05-03 20:00:00,107.55,17.87,478.09,27.68,0.3,35.42,3.67
2015-05-03 21:00:00,150.5,6.59,559.84,26.19,0.3,40.17,3.92
2015-05-03 22:00:00,139.83,12.77,631.1,26.24,0.34,38.75,3.5
2015-05-03 23:00:00,154.5,10.83,532.82,25.43,0.52,40.75,3.58
2015-05-04 00:00:00,179.0,11.3,532.75,23.4,0.3,49.58,3.42
2015-05-04 01:00:00,160.5,14.58,511.18,22.75,0.3,53.25,3.33
2015-05-04 02:00:00,137.17,11.77,312.82,22.36,0.3,51.75,3.25
2015-05-04 03:00:00,103.5,14.28,261.71,21.7,0.3,53.42,3.33
2015-05-04 04:00:00,82.0,15.34,289.52,21.3,0.3,57.33,3.67
2015-05-04 05:00:00,83.0,4.88,210.3,21.14,0.3,55.33,8.67
2015-05-04 06:00:00,67.67,7.43,227.34,23.18,0.3,50.75,69.17
2015-05-04 07:00:00,101.0,21.38,227.94,28.82,0.3,39.25,200.83
2015-05-04 08:00:00,153.67,70.24,67.58,33.04,0.95,26.08,321.58
2015-05-04 09:00:00,155.67,148.75,35.27,35.46,1.92,19.5,367.67
2015-05-04 10:00:00,93.17,190.67,23.76,37.42,1.91,14.5,383.75
2015-05-04 11:00:00,60.0,221.64,30.2,39.33,1.77,10.42,376.0
2015-05-04 12:00:00,49.0,272.37,26.82,39.8,1.92,9.17,390.92
2015-05-04 13:00:00,88.17,282.76,27.61,39.95,1.97,8.83,383.92
2015-05-04 14:00:00,63.0,263.2,31.07,39.33,2.56,8.25,371.17
2015-05-04 15:00:00,80.33,277.32,37.2,39.04,1.67,8.0,340.75
2015-05-04 16:00:00,70.0,259.93,55.07,37.76,1.75,9.25,198.92
2015-05-04 17:00:00,83.5,182.2,112.24,35.82,0.97,10.83,75.5
2015-05-04 18:00:00,77.83,74.3,222.97,32.32,0.35,16.92,18.42
2015-05-04 19:00:00,92.83,15.32,487.98,29.45,0.34,24.17,3.25
2015-05-04 20:00:00,135.17,21.53,821.04,26.97,0.32,33.42,3.42
2015-05-04 21:00:00,207.67,16.14,934.93,25.6,0.3,38.42,3.25
2015-05-04 22:00:00,241.0,8.47,1068.67,24.59,0.3,42.33,3.17
2015-05-04 23:00:00,227.83,15.81,825.62,23.75,0.3,42.42,3.17
2015-05-05 00:00:00,164.0,10.55,637.89,22.67,0.3,46.42,3.33
2015-05-05 01:00:00,173.17,13.28,528.48,22.0,0.3,49.08,3.58
2015-05-05 02:00:00,166.5,12.71,519.75,21.89,0.3,51.5,3.58
2015-05-05 03:00:00,150.67,12.23,353.61,21.58,0.3,50.67,3.75
2015-05-05 04:00:00,126.33,14.87,293.32,21.36,0.3,50.58,3.75
2015-05-05 05:00:00,91.83,14.42,312.76,21.17,0.3,48.75,8.33
2015-05-05 06:00:00,123.0,9.13,439.03,22.91,0.3,48.83,67.42
2015-05-05 07:00:00,188.0,11.26,467.91,28.46,0.34,35.67,190.33
2015-05-05 08:00:00,218.0,27.07,271.84,33.16,0.95,22.0,310.92
2015-05-05 09:00:00,221.33,173.48,72.75,35.58,2.29,15.58,362.58
2015-05-05 10:00:00,116.09,283.21,68.1,37.18,2.44,13.0,378.33
2015-05-05 11:00:00,134.83,276.28,41.98,39.44,2.16,9.25,376.0
2015-05-05 12:00:00,72.0,298.15,36.59,40.73,2.07,8.33,385.0
2015-05-05 13:00:00,62.5,292.13,37.53,40.8,2.29,8.67,377.83
2015-05-05 14:00:00,63.33,292.58,48.79,40.65,2.27,9.17,361.67
2015-05-05 15:00:00,77.5,300.41,45.57,40.05,2.05,9.58,326.5
2015-05-05 16:00:00,69.36,276.86,57.5,39.02,1.67,11.0,191.92
2015-05-05 17:00:00,89.0,203.42,97.94,37.44,1.05,12.17,80.92
2015-05-05 18:00:00,90.82,49.23,305.74,33.82,0.3,19.92,20.5
2015-05-05 19:00:00,108.83,14.66,569.54,30.47,0.3,28.67,3.42
2015-05-05 20:00:00,165.5,16.53,723.31,29.06,0.3,32.42,3.58
2015-05-05 21:00:00,196.0,11.56,774.29,28.94,0.37,29.08,3.5
2015-05-05 22:00:00,168.45,15.26,809.52,27.39,0.34,35.17,3.25
2015-05-05 23:00:00,201.82,10.53,819.73,26.29,0.3,39.25,3.25
2015-05-06 00:00:00,210.17,8.62,737.28,25.6,0.3,40.83,3.17
2015-05-06 01:00:00,269.17,8.35,528.55,25.35,0.38,37.08,3.08
2015-05-06 02:00:00,342.0,8.12,277.72,26.82,1.0,27.42,3.5
2015-05-06 03:00:00,345.83,10.28,197.19,25.68,0.3,28.58,3.42
2015-05-06 04:00:00,181.5,11.16,233.04,24.83,0.3,31.17,3.75
2015-05-06 05:00:00,147.83,9.53,270.82,24.95,0.57,30.0,6.58
2015-05-06 06:00:00,186.67,11.81,224.55,26.01,0.3,27.17,53.08
2015-05-06 07:00:00,149.09,11.05,324.78,28.67,0.73,24.25,157.25
2015-05-06 08:00:00,108.17,13.85,244.71,31.68,1.65,19.5,286.83
2015-05-06 09:00:00,143.67,57.67,137.69,34.59,1.83,15.08,354.25
2015-05-06 10:00:00,113.5,147.47,81.22,37.65,1.65,12.92,373.17
2015-05-06 11:00:00,95.09,224.92,70.57,40.28,1.98,10.58,372.33
2015-05-06 12:00:00,85.0,268.58,58.31,42.38,1.87,7.67,380.58
2015-05-06 13:00:00,78.83,251.67,45.34,42.73,2.48,7.0,375.08
2015-05-06 14:00:00,71.67,212.32,56.84,42.82,2.46,7.0,363.17
2015-05-06 15:00:00,65.5,192.45,50.74,42.22,2.82,7.0,341.75
2015-05-06 16:00:00,67.0,169.46,71.08,41.22,2.67,7.0,220.17
2015-05-06 17:00:00,59.67,136.4,59.68,39.62,1.84,7.0,93.83
2015-05-06 18:00:00,46.83,67.6,125.08,36.93,0.97,9.17,26.75
2015-05-06 19:00:00,60.17,13.25,406.92,32.76,0.37,17.75,3.67
2015-05-06 20:00:00,167.5,15.83,494.57,30.31,0.33,24.17,3.83
2015-05-06 21:00:00,213.67,11.01,489.56,29.81,0.32,23.5,3.67
2015-05-06 22:00:00,168.17,10.05,493.78,29.82,0.37,20.92,3.5
2015-05-06 23:00:00,221.09,9.93,251.89,29.81,0.33,18.75,3.5
2015-05-07 00:00:00,188.17,7.95,227.77,28.64,0.3,21.42,3.33
2015-05-07 01:00:00,172.09,11.3,206.62,28.56,0.78,21.25,3.17
2015-05-07 02:00:00,190.91,9.53,165.18,28.39,0.92,20.08,3.25
2015-05-07 03:00:00,196.45,11.14,172.73,27.77,0.97,20.42,3.25
2015-05-07 04:00:00,111.33,11.62,91.28,27.18,1.2,20.58,3.25
2015-05-07 05:00:00,56.17,12.29,96.38,26.62,1.29,21.25,7.42
2015-05-07 06:00:00,45.67,19.45,82.8,27.0,1.92,20.92,55.92
2015-05-07 07:00:00,43.33,19.74,125.63,29.08,1.32,21.42,160.25
2015-05-07 08:00:00,69.73,33.09,121.53,31.53,1.84,20.0,291.25
2015-05-07 09:00:00,94.17,111.93,87.05,33.83,1.98,18.0,354.75
2015-05-07 10:00:00,109.17,193.16,67.53,36.98,2.21,15.08,376.67
2015-05-07 11:00:00,103.17,250.64,76.75,40.04,3.07,10.75,376.83
2015-05-07 12:00:00,100.0,250.4,40.92,41.77,3.09,8.67,386.17
2015-05-07 13:00:00,128.17,197.9,31.49,41.98,3.64,7.83,382.92
2015-05-07 14:00:00,126.0,183.08,30.31,41.96,3.78,7.42,372.17
2015-05-07 15:00:00,82.83,162.38,30.23,41.76,3.41,7.0,349.0
2015-05-07 16:00:00,63.0,148.93,25.5,40.98,3.01,7.25,236.42
2015-05-07 17:00:00,43.0,130.64,33.23,39.51,2.36,8.17,96.25
2015-05-07 18:00:00,42.0,74.13,67.63,37.27,1.42,10.33,22.92
2015-05-07 19:00:00,44.67,12.58,206.87,34.82,0.83,14.5,3.75
2015-05-07 20:00:00,79.17,11.14,146.58,34.37,1.27,13.58,3.92
2015-05-07 21:00:00,59.0,21.42,81.85,34.36,1.53,12.5,4.08
2015-05-07 22:00:00,57.17,12.21,132.43,32.23,0.61,16.08,4.0
2015-05-07 23:00:00,73.5,11.21,196.24,30.15,0.3,20.17,4.0
2015-05-08 00:00:00,87.67,10.82,132.33,29.53,1.29,20.08,3.83
